Circuit: * D:\ECE_Projects\Music_Visualizer\Misc\LM324_With_Voltage_Regulator_Example.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00497765 to 0.00497766
Heightened Def Con from 0.00497766 to 0.00497767
Heightened Def Con from 0.00498276 to 0.00498277
Heightened Def Con from 0.00498279 to 0.00498279
Heightened Def Con from 0.0049828 to 0.0049828
Heightened Def Con from 0.00498797 to 0.00498797
Heightened Def Con from 0.00499305 to 0.00499305
Heightened Def Con from 0.00499305 to 0.00499306

Date: Thu May 12 19:24:35 2022
Total elapsed time: 5.863 seconds.

tnom = 27
temp = 27
method = modified trap
totiter = 809953
traniter = 809934
tranpoints = 142054
accept = 89239
rejected = 55110
matrix size = 38
fillins = 97
solver = Normal
Matrix Compiler1: 8.60 KB object code size  1.5/0.8/[0.5]
Matrix Compiler2: 4.76 KB object code size  0.5/0.5/[0.3]

